mun_fr;mun_ar;map_names_ar;Type de liste (fr);nom_liste_fr;nom_liste_ar;votes_obtenus;porcentage_obtenus;sieges_obtenus;total_inscrits;votes_nul;votes_blancs;total_votes_valide;total_votes
Souk Essebt;سوق السبت;سوق السبت;Liste partisane;Nidaa Tounes;حركة نداء تونس;353;0,231323722;4;5202;98;39;1526;1663
Souk Essebt;سوق السبت;سوق السبت;Liste partisane;Ennahdha;حزب حركة النھضة;539;0,353211009;6;5202;98;39;1526;1663
Tabarka;طبرقة;طبرقة;Liste partisane;Courant Démocrate;التیار الدمقراطي;192;0,040066778;1;17075;312;74;4792;5178
Tabarka;طبرقة;طبرقة;Liste de coalition;Front Populaire;الجبھة الشعبیة;362;0,075542571;2;17075;312;74;4792;5178
Tabarka;طبرقة;طبرقة;Liste partisane;Mouvement Du Peuple;حركة الشعب;344;0,071786311;2;17075;312;74;4792;5178
Tabarka;طبرقة;طبرقة;Liste partisane;Nidaa Tounes;حركة نداء تونس;684;0,142737896;3;17075;312;74;4792;5178
Tabarka;طبرقة;طبرقة;Liste partisane;Ennahdha;حزب حركة النھضة;1547;0,322829716;8;17075;312;74;4792;5178
Tabarka;طبرقة;طبرقة;Liste indépendante;Sawt Tbarka;صوت طبرقة;1284;0,267946578;6;17075;312;74;4792;5178
Tabarka;طبرقة;طبرقة;Liste indépendante;Tbarka Kif Ma Nhibouha;طبرقة كیف ما نحبوھا;379;0,07909015;2;17075;312;74;4792;5178
Tajerouine;تاجروین;تاجروين;Liste indépendante;Ufuq Tajrouine;أفق تاجروین;522;0,106335303;3;14322;345;80;4909;5334
Tajerouine;تاجروین;تاجروين;Liste partisane;Parti Destourien Libre Pdl;الحزب الدستوري الحر;328;0,066816052;2;14322;345;80;4909;5334
Tajerouine;تاجروین;تاجروين;Liste indépendante;Alshabab Nahw Alriyada;الشباب نحو الریادة;280;0,057038093;1;14322;345;80;4909;5334
Tajerouine;تاجروین;تاجروين;Liste indépendante;Tajrouine Biladi;تاجروین بلادي;1318;0,268486453;6;14322;345;80;4909;5334
Tajerouine;تاجروین;تاجروين;Liste partisane;Nidaa Tounes;حركة نداء تونس;1023;0,208392748;5;14322;345;80;4909;5334
Tajerouine;تاجروین;تاجروين;Liste partisane;Ennahdha;حزب حركة النھضة;1438;0,292931351;7;14322;345;80;4909;5334
Takelsa;تاكلسة;تاكلسة;Liste indépendante;Al Irada;الإرادة;263;0,047285149;1;13013;246;74;5562;5882
Takelsa;تاكلسة;تاكلسة;Liste indépendante;Al'Iiqlae Takilsa;الاقلاع بتاكلسة;433;0,077849694;1;13013;246;74;5562;5882
Takelsa;تاكلسة;تاكلسة;Liste indépendante;Altaqadomiya Lilnidhal Alaijtimaeii;التقدمیة للنضال الاجتماعي;883;0,158755843;3;13013;246;74;5562;5882
Takelsa;تاكلسة;تاكلسة;Liste de coalition;Front Populaire;الجبھة الشعبیة;569;0,10230133;2;13013;246;74;5562;5882
Takelsa;تاكلسة;تاكلسة;Liste indépendante;Almisadaqiya...Aladaa'...Alkafa'A;المصداقیة...الاداء...الكفاءة;246;0,044228695;1;13013;246;74;5562;5882
Takelsa;تاكلسة;تاكلسة;Liste partisane;Nidaa Tounes;حركة نداء تونس;1594;0,286587558;5;13013;246;74;5562;5882
Takelsa;تاكلسة;تاكلسة;Liste partisane;Ennahdha;حزب حركة النھضة;1574;0,28299173;5;13013;246;74;5562;5882
Talalsa;تلالسة;تلالسة;Liste indépendante;Alzzytouna;الزیتونة;574;0,363291139;6;5672;122;47;1580;1749
Talalsa;تلالسة;تلالسة;Liste partisane;Nidaa Tounes;حركة نداء تونس;510;0,32278481;6;5672;122;47;1580;1749
Talalsa;تلالسة;تلالسة;Liste partisane;Ennahdha;حزب حركة النھضة;496;0,313924051;6;5672;122;47;1580;1749
Tameghza;تمغزة;تمغزة;Liste indépendante;Alwaha;الواحة;289;0,12907548;2;4381;101;36;2239;2376
Tameghza;تمغزة;تمغزة;Liste partisane;Nidaa Tounes;حركة نداء تونس;155;0,069227334;1;4381;101;36;2239;2376
Tameghza;تمغزة;تمغزة;Liste partisane;Ennahdha;حزب حركة النھضة;1202;0,536846807;6;4381;101;36;2239;2376
Tameghza;تمغزة;تمغزة;Liste indépendante;Shams Aljanoub;شمس الجنوب;593;0,26485038;3;4381;101;36;2239;2376
Tataouine Sud;تطاوین الجنوبیة;تطاوين الجنوبية;Liste indépendante;Al Zytouna;الزیتونة;164;0,129541864;2;3997;52;18;1266;1336
Tataouine Sud;تطاوین الجنوبیة;تطاوين الجنوبية;Liste indépendante;Alshabab Liltajidid;الشباب للتجدید;161;0,127172196;1;3997;52;18;1266;1336
Tataouine Sud;تطاوین الجنوبیة;تطاوين الجنوبية;Liste indépendante;Al Mubadara W Altnmya;المبادرة و التنمیة;192;0,151658768;2;3997;52;18;1266;1336
Tataouine Sud;تطاوین الجنوبیة;تطاوين الجنوبية;Liste partisane;AL IRADA;حراك تونس الارادة;143;0,112954186;1;3997;52;18;1266;1336
Tataouine Sud;تطاوین الجنوبیة;تطاوين الجنوبية;Liste partisane;Nidaa Tounes;حركة نداء تونس;204;0,161137441;2;3997;52;18;1266;1336
Tataouine Sud;تطاوین الجنوبیة;تطاوين الجنوبية;Liste partisane;Ennahdha;حزب حركة النھضة;402;0,317535545;4;3997;52;18;1266;1336
Teboulbou;طبلبو;طبلبو;Liste indépendante;Albina;البناء;531;0,119460067;2;11479;136;70;4445;4651
Teboulbou;طبلبو;طبلبو;Liste partisane;Courant Démocrate;التیار الدمقراطي;311;0,069966254;1;11479;136;70;4445;4651
Teboulbou;طبلبو;طبلبو;Liste indépendante;Aleadala;العدالة;522;0,117435321;2;11479;136;70;4445;4651
Teboulbou;طبلبو;طبلبو;Liste partisane;Nidaa Tounes;حركة نداء تونس;327;0,073565804;2;11479;136;70;4445;4651
Teboulbou;طبلبو;طبلبو;Liste partisane;Ennahdha;حزب حركة النھضة;1171;0,26344207;5;11479;136;70;4445;4651
Teboulbou;طبلبو;طبلبو;Liste indépendante;Tumuhana;طموحنا;472;0,106186727;2;11479;136;70;4445;4651
Teboulbou;طبلبو;طبلبو;Liste indépendante;Ghadwat Khyr;غدوة خیر;545;0,122609674;2;11479;136;70;4445;4651
Teboulbou;طبلبو;طبلبو;Liste indépendante;Qayimat Alshirae;قائمة الشراع;566;0,127334083;2;11479;136;70;4445;4651
Tebourba;طبربة;طبربة;Liste de coalition;Union Civile;الإتحاد المدني;150;0,027168991;0;21275;365;142;5521;6028
Tebourba;طبربة;طبربة;Liste de coalition;Front Populaire;الجبھة الشعبیة;340;0,061583047;1;21275;365;142;5521;6028
Tebourba;طبربة;طبربة;Liste partisane;Mouvement Du Peuple;حركة الشعب;1117;0,202318421;5;21275;365;142;5521;6028
Tebourba;طبربة;طبربة;Liste partisane;Nidaa Tounes;حركة نداء تونس;1212;0,219525448;5;21275;365;142;5521;6028
Tebourba;طبربة;طبربة;Liste partisane;Ennahdha;حزب حركة النھضة;2132;0,386161927;10;21275;365;142;5521;6028
Tebourba;طبربة;طبربة;Liste indépendante;Tebourba Almustaqbal;طبربة المستقبل;570;0,103242166;3;21275;365;142;5521;6028
Teboursouk;تبرسق;تبرسق;Liste partisane;Courant Démocrate;التیار الدمقراطي;233;0,077382929;1;10219;276;70;3011;3357
Teboursouk;تبرسق;تبرسق;Liste de coalition;Front Populaire;الجبھة الشعبیة;418;0,138824311;3;10219;276;70;3011;3357
Teboursouk;تبرسق;تبرسق;Liste partisane;Nidaa Tounes;حركة نداء تونس;989;0,328462305;6;10219;276;70;3011;3357
Teboursouk;تبرسق;تبرسق;Liste partisane;Ennahdha;حزب حركة النھضة;628;0,208568582;4;10219;276;70;3011;3357
Teboursouk;تبرسق;تبرسق;Liste indépendante;Qayimat Shabab Almustaqbal;قائمة شباب المستقبل;743;0,246761873;4;10219;276;70;3011;3357
Telept;تلابت;تلابت;Liste indépendante;Al'Iislah W Altanmya;الإصلاح و التنمیة;1048;0,378749548;7;8201;152;35;2767;2954
Telept;تلابت;تلابت;Liste indépendante;Almizan;المیزان;84;0,030357788;0;8201;152;35;2767;2954
Telept;تلابت;تلابت;Liste indépendante;Tlabet Almustaqbal;تلابت المستقبل;502;0,181423925;3;8201;152;35;2767;2954
Telept;تلابت;تلابت;Liste partisane;Nidaa Tounes;حركة نداء تونس;105;0,037947235;1;8201;152;35;2767;2954
Telept;تلابت;تلابت;Liste partisane;Ennahdha;حزب حركة النھضة;305;0,110227683;2;8201;152;35;2767;2954
Telept;تلابت;تلابت;Liste indépendante;Aamal Adala Thaqafa;عمل عدالة ثقافة;723;0,26129382;5;8201;152;35;2767;2954
Testour;تستور;تستور;Liste de coalition;Front Populaire;الجبھة الشعبیة;1100;0,234142188;6;13521;220;127;4698;5045
Testour;تستور;تستور;Liste partisane;Machrouu Tounes;حركة مشروع تونس;165;0,035121328;1;13521;220;127;4698;5045
Testour;تستور;تستور;Liste partisane;Nidaa Tounes;حركة نداء تونس;1183;0,251809281;6;13521;220;127;4698;5045
Testour;تستور;تستور;Liste partisane;Ennahdha;حزب حركة النھضة;1119;0,238186462;6;13521;220;127;4698;5045
Testour;تستور;تستور;Liste indépendante;Zahrat Al Sod;زھرة السد;686;0,146019583;3;13521;220;127;4698;5045
Testour;تستور;تستور;Liste indépendante;Shabab Tastour;شباب تستور;445;0,094721158;2;13521;220;127;4698;5045
Thala;تالة;تالة;Liste partisane;Afek Tounes;أفاق تونس;650;0,151197953;4;16363;362;102;4299;4763
Thala;تالة;تالة;Liste indépendante;Tala Aljadida;تالة الجدیدة;1308;0,304256804;7;16363;362;102;4299;4763
Thala;تالة;تالة;Liste partisane;Nidaa Tounes;حركة نداء تونس;1168;0,271691091;6;16363;362;102;4299;4763
Thala;تالة;تالة;Liste partisane;Ennahdha;حزب حركة النھضة;1173;0,272854152;7;16363;362;102;4299;4763
Tibar;تیبار;تيبار;Liste de coalition;Front Populaire;الجبھة الشعبیة;155;0,117513268;2;5281;134;33;1319;1486
Tibar;تیبار;تيبار;Liste partisane;Nidaa Tounes;حركة نداء تونس;647;0,490523124;9;5281;134;33;1319;1486
Tibar;تیبار;تيبار;Liste partisane;Ennahdha;حزب حركة النھضة;517;0,391963609;7;5281;134;33;1319;1486
Tina;طینة;طينة;Liste de coalition;Front Populaire;الجبھة الشعبیة;396;0,074478089;2;17393;216;111;5317;5644
Tina;طینة;طينة;Liste partisane;Machrouu Tounes;حركة مشروع تونس;253;0,047583224;1;17393;216;111;5317;5644
Tina;طینة;طينة;Liste partisane;Nidaa Tounes;حركة نداء تونس;1831;0,344367124;8;17393;216;111;5317;5644
Tina;طینة;طينة;Liste partisane;Ennahdha;حزب حركة النھضة;1742;0,327628362;8;17393;216;111;5317;5644
Tina;طینة;طينة;Liste indépendante;Tynat Lil'Amam;طینة للأمام;550;0,10344179;3;17393;216;111;5317;5644
Tina;طینة;طينة;Liste indépendante;Fabihythou Thiya Tyna;فبحیث تحیا طینة;545;0,102501411;2;17393;216;111;5317;5644
Touiref;الطویرف;الطويرف;Liste indépendante;Al'Iintsar Liltwyrif Awlan;الإنتصار للطویرف أولا;141;0,117892977;1;3001;88;38;1196;1322
Touiref;الطویرف;الطويرف;Liste partisane;Nidaa Tounes;حركة نداء تونس;658;0,550167224;7;3001;88;38;1196;1322
Touiref;الطویرف;الطويرف;Liste partisane;Ennahdha;حزب حركة النھضة;397;0,331939799;4;3001;88;38;1196;1322
Tozeur;توزر;توزر;Liste indépendante;Al Amal;الامل;397;0,046965574;1;27942;279;167;8453;8899
Tozeur;توزر;توزر;Liste indépendante;Al'Amal W Aleamal;الامل و العمل;2242;0,265231279;7;27942;279;167;8453;8899
Tozeur;توزر;توزر;Liste de coalition;Front Populaire;الجبھة الشعبیة;181;0,021412516;0;27942;279;167;8453;8899
Tozeur;توزر;توزر;Liste indépendante;Al Hadhir W Almustaqbal;الحاضر و المستقبل;758;0,089672306;2;27942;279;167;8453;8899
Tozeur;توزر;توزر;Liste indépendante;Alsumud;الصمود;1025;0,121258725;3;27942;279;167;8453;8899
Tozeur;توزر;توزر;Liste partisane;AL IRADA;حراك تونس الارادة;254;0,030048503;1;27942;279;167;8453;8899
Tozeur;توزر;توزر;Liste partisane;Nidaa Tounes;حركة نداء تونس;1068;0,126345676;3;27942;279;167;8453;8899
Tozeur;توزر;توزر;Liste partisane;Ennahdha;حزب حركة النھضة;1967;0,23269845;6;27942;279;167;8453;8899
Tozeur;توزر;توزر;Liste indépendante;Shabab Aljarid;شباب الجرید;412;0,048740092;1;27942;279;167;8453;8899
Tozeur;توزر;توزر;Liste partisane;El Binaa Al Watani;فك بلاصتك;149;0,017626878;0;27942;279;167;8453;8899
Tunis;تونس;تونس;Liste partisane;Union Populaire Républicaine;الإتحاد الشعبي الجمھوري;1041;0,013082985;0;328134;2831;2058;79569;84458
Tunis;تونس;تونس;Liste de coalition;Union Civile;الإتحاد المدني;7491;0,094144705;6;328134;2831;2058;79569;84458
Tunis;تونس;تونس;Liste partisane;Courant Démocrate;التیار الدمقراطي;9847;0,123754226;8;328134;2831;2058;79569;84458
Tunis;تونس;تونس;Liste de coalition;Front Populaire;الجبھة الشعبیة;4996;0,062788272;4;328134;2831;2058;79569;84458
Tunis;تونس;تونس;Liste partisane;AL IRADA;حراك تونس الارادة;1615;0,020296849;0;328134;2831;2058;79569;84458
Tunis;تونس;تونس;Liste partisane;Nidaa Tounes;حركة نداء تونس;21740;0,273221983;17;328134;2831;2058;79569;84458
Tunis;تونس;تونس;Liste partisane;Ennahdha;حزب حركة النھضة;25665;0,322550239;21;328134;2831;2058;79569;84458
Tunis;تونس;تونس;Liste indépendante;Shihab Al Madrasa;شھاب المدرسة;876;0,011009313;0;328134;2831;2058;79569;84458
Tunis;تونس;تونس;Liste partisane;El Binaa Al Watani;فك بلاصتك;1384;0,017393709;0;328134;2831;2058;79569;84458
Tunis;تونس;تونس;Liste indépendante;Madinati Tunis;مدینتي تونس;4914;0,06175772;4;328134;2831;2058;79569;84458
Zaafrane;الزعفران دیر الكاف;الزعفران - دير الكاف;Liste indépendante;Alborj;البرج;435;0,324384787;6;5767;133;46;1341;1520
Zaafrane;الزعفران دیر الكاف;الزعفران - دير الكاف;Liste partisane;Nidaa Tounes;حركة نداء تونس;557;0,41536167;7;5767;133;46;1341;1520
Zaafrane;الزعفران دیر الكاف;الزعفران - دير الكاف;Liste partisane;Ennahdha;حزب حركة النھضة;349;0,260253542;5;5767;133;46;1341;1520
Zahret Medien;زھرة مدین;زهرة مدين;Liste de coalition;Front Populaire;الجبھة الشعبیة;209;0,070943652;1;9975;258;64;2946;3268
Zahret Medien;زھرة مدین;زهرة مدين;Liste indépendante;Almustaqbal;المستقبل;250;0,084860828;1;9975;258;64;2946;3268
Zahret Medien;زھرة مدین;زهرة مدين;Liste partisane;Beni Watani;بني وطني;116;0,039375424;1;9975;258;64;2946;3268
Zahret Medien;زھرة مدین;زهرة مدين;Liste partisane;Machrouu Tounes;حركة مشروع تونس;387;0,131364562;2;9975;258;64;2946;3268
Zahret Medien;زھرة مدین;زهرة مدين;Liste partisane;Nidaa Tounes;حركة نداء تونس;929;0,315342838;6;9975;258;64;2946;3268
Zahret Medien;زھرة مدین;زهرة مدين;Liste partisane;Ennahdha;حزب حركة النھضة;623;0,211473184;4;9975;258;64;2946;3268
Zahret Medien;زھرة مدین;زهرة مدين;Liste indépendante;Qayimat Altasys;قائمة التأسیس;432;0,146639511;3;9975;258;64;2946;3268
Zalba;زالبة;زالبة;Liste indépendante;Alwifaq;الوفاق;154;0,148219442;3;3937;95;26;1039;1160
Zalba;زالبة;زالبة;Liste partisane;Nidaa Tounes;حركة نداء تونس;316;0,304138595;5;3937;95;26;1039;1160
Zalba;زالبة;زالبة;Liste partisane;Ennahdha;حزب حركة النھضة;333;0,320500481;6;3937;95;26;1039;1160
Zalba;زالبة;زالبة;Liste indépendante;Shabab Min Ajl Altanmya;شباب من أجل التنمیة;236;0,227141482;4;3937;95;26;1039;1160
Zaouia Sousse;زاویة سوسة;زاوية سوسة;Liste partisane;Union Populaire Républicaine;الإتحاد الشعبي الجمھوري;746;0,227092846;4;8517;217;57;3285;3559
Zaouia Sousse;زاویة سوسة;زاوية سوسة;Liste partisane;Nidaa Tounes;حركة نداء تونس;1476;0,449315068;8;8517;217;57;3285;3559
Zaouia Sousse;زاویة سوسة;زاوية سوسة;Liste partisane;Ennahdha;حزب حركة النھضة;1063;0,323592085;6;8517;217;57;3285;3559
Zaouiet Jdidi;زاویة الجدیدي;زاوية الجديدي;Liste partisane;Nidaa Tounes;حركة نداء تونس;422;0,148018239;3;6014;120;44;2851;3015
Zaouiet Jdidi;زاویة الجدیدي;زاوية الجديدي;Liste partisane;Ennahdha;حزب حركة النھضة;203;0,071203087;1;6014;120;44;2851;3015
Zaouiet Jdidi;زاویة الجدیدي;زاوية الجديدي;Liste indépendante;Ghadwat Khyr;غدوة خیر;2226;0,780778674;14;6014;120;44;2851;3015
Abida;عبیدة;عبيدة;Liste indépendante;Albaladeya Liljamii';البلدیة للجمیع;1588;0,484885496;9;6392;175;55;3275;3505
Abida;عبیدة;عبيدة;Liste partisane;Nidaa Tounes;حركة نداء تونس;454;0,138625954;2;6392;175;55;3275;3505
Abida;عبیدة;عبيدة;Liste partisane;Ennahdha;حزب حركة النھضة;728;0,222290076;4;6392;175;55;3275;3505
Abida;عبیدة;عبيدة;Liste indépendante;Mutatawioun Litanmyt Abida;متطوعون لتنمیة عبیدة;505;0,154198473;3;6392;175;55;3275;3505
Ain Jelloula;عین جلولة;عين جلولة;Liste partisane;Afek Tounes;أفاق تونس;174;0,119015048;1;3894;89;38;1462;1589
Ain Jelloula;عین جلولة;عين جلولة;Liste indépendante;Al Ikhtiyar Al'Afdhal;الاختیار الافضل;79;0,054035568;1;3894;89;38;1462;1589
Ain Jelloula;عین جلولة;عين جلولة;Liste indépendante;Alnasr;النصر;303;0,207250342;3;3894;89;38;1462;1589
Ain Jelloula;عین جلولة;عين جلولة;Liste partisane;Nidaa Tounes;حركة نداء تونس;139;0,095075239;1;3894;89;38;1462;1589
